 -1.81819E-02, -1.85091E-02, -1.88255E-02, -1.91282E-02, -1.94145E-02, -1.96822E-02, -1.99301E-02, -2.01586E-02, -2.03698E-02, -2.05683E-02, -2.07611E-02, -2.09577E-02, -2.11689E-02, -2.14057E-02, -2.16769E-02, -2.19875E-02, -2.23364E-02, -2.27157E-02, -2.31107E-02, -2.35019E-02, -2.38674E-02, -2.41855E-02, -2.44377E-02, -2.46105E-02, -2.46958E-02, -2.46911E-02, -2.45989E-02, -2.44254E-02, -2.41791E-02, -2.38700E-02, -2.35087E-02, -2.31053E-02, -2.26695E-02, -2.22097E-02, -2.17337E-02, -2.12478E-02, -2.07574E-02, -2.02669E-02, -1.97800E-02, -1.92994E-02, -1.88274E-02, -1.83655E-02, -1.79152E-02, -1.74770E-02, -1.70518E-02, -1.66396E-02,
 -1.86452E-02, -1.89944E-02, -1.93304E-02, -1.96495E-02, -1.99476E-02, -2.02213E-02, -2.04682E-02, -2.06877E-02, -2.08820E-02, -2.10566E-02, -2.12211E-02, -2.13889E-02, -2.15769E-02, -2.18029E-02, -2.20825E-02, -2.24260E-02, -2.28344E-02, -2.32978E-02, -2.37957E-02, -2.42997E-02, -2.47773E-02, -2.51972E-02, -2.55333E-02, -2.57671E-02, -2.58888E-02, -2.58966E-02, -2.57956E-02, -2.55954E-02, -2.53087E-02, -2.49493E-02, -2.45311E-02, -2.40671E-02, -2.35694E-02, -2.30481E-02, -2.25122E-02, -2.19690E-02, -2.14243E-02, -2.08829E-02, -2.03485E-02, -1.98240E-02, -1.93114E-02, -1.88123E-02, -1.83277E-02, -1.78582E-02, -1.74042E-02, -1.69658E-02,
 -1.91304E-02, -1.95044E-02, -1.98629E-02, -2.02004E-02, -2.05112E-02, -2.07899E-02, -2.10320E-02, -2.12352E-02, -2.14006E-02, -2.15343E-02, -2.16486E-02, -2.17625E-02, -2.19015E-02, -2.20942E-02, -2.23679E-02, -2.27421E-02, -2.32226E-02, -2.37973E-02, -2.44367E-02, -2.50979E-02, -2.57322E-02, -2.62932E-02, -2.67434E-02, -2.70581E-02, -2.72258E-02, -2.72471E-02, -2.71316E-02, -2.68947E-02, -2.65548E-02, -2.61312E-02, -2.56422E-02, -2.51045E-02, -2.45328E-02, -2.39392E-02, -2.33340E-02, -2.27253E-02, -2.21194E-02, -2.15213E-02, -2.09346E-02, -2.03621E-02, -1.98057E-02, -1.92665E-02, -1.87454E-02, -1.82428E-02, -1.77586E-02, -1.72927E-02,
 -1.96393E-02, -2.00422E-02, -2.04270E-02, -2.07863E-02, -2.11118E-02, -2.13953E-02, -2.16289E-02, -2.18071E-02, -2.19283E-02, -2.19978E-02, -2.20301E-02, -2.20514E-02, -2.20993E-02, -2.22197E-02, -2.24596E-02, -2.28559E-02, -2.34237E-02, -2.41491E-02, -2.49879E-02, -2.58737E-02, -2.67311E-02, -2.74899E-02, -2.80963E-02, -2.85174E-02, -2.87417E-02, -2.87750E-02, -2.86349E-02, -2.83460E-02, -2.79350E-02, -2.74287E-02, -2.68510E-02, -2.62233E-02, -2.55630E-02, -2.48846E-02, -2.41993E-02, -2.35161E-02, -2.28415E-02, -2.21804E-02, -2.15364E-02, -2.09118E-02, -2.03081E-02, -1.97263E-02, -1.91665E-02, -1.86290E-02, -1.81132E-02, -1.76189E-02,
 -2.01740E-02, -2.06110E-02, -2.10275E-02, -2.14136E-02, -2.17579E-02, -2.20478E-02, -2.22705E-02, -2.24145E-02, -2.24730E-02, -2.24473E-02, -2.23524E-02, -2.22220E-02, -2.21107E-02, -2.20916E-02, -2.22453E-02, -2.26408E-02, -2.33134E-02, -2.42479E-02, -2.53762E-02, -2.65913E-02, -2.77731E-02, -2.88132E-02, -2.96339E-02, -3.01937E-02, -3.04844E-02, -3.05228E-02, -3.03406E-02, -2.99763E-02, -2.94692E-02, -2.88554E-02, -2.81665E-02, -2.74285E-02, -2.66624E-02, -2.58845E-02, -2.51072E-02, -2.43396E-02, -2.35882E-02, -2.28578E-02, -2.21512E-02, -2.14704E-02, -2.08163E-02, -2.01891E-02, -1.95888E-02, -1.90148E-02, -1.84663E-02, -1.79425E-02,
 -2.07363E-02, -2.12141E-02, -2.16694E-02, -2.20899E-02, -2.24599E-02, -2.27613E-02, -2.29735E-02, -2.30760E-02, -2.30513E-02, -2.28915E-02, -2.26067E-02, -2.22358E-02, -2.18553E-02, -2.15801E-02, -2.15493E-02, -2.18928E-02, -2.26878E-02, -2.39216E-02, -2.54845E-02, -2.71973E-02, -2.88612E-02, -3.03062E-02, -3.14209E-02, -3.21572E-02, -3.25191E-02, -3.25453E-02, -3.22912E-02, -3.18169E-02, -3.11785E-02, -3.04249E-02, -2.95961E-02, -2.87236E-02, -2.78316E-02, -2.69378E-02, -2.60551E-02, -2.51926E-02, -2.43562E-02, -2.35498E-02, -2.27757E-02, -2.20347E-02, -2.13270E-02, -2.06523E-02, -2.00096E-02, -1.93978E-02, -1.88157E-02, -1.82618E-02,
 -2.13275E-02, -2.18541E-02, -2.23582E-02, -2.28238E-02, -2.32309E-02, -2.35539E-02, -2.37621E-02, -2.38206E-02, -2.36943E-02, -2.33555E-02, -2.27977E-02, -2.20562E-02, -2.12300E-02, -2.04959E-02, -2.00944E-02, -2.02746E-02, -2.12031E-02, -2.28815E-02, -2.51238E-02, -2.76139E-02, -3.00111E-02, -3.20448E-02, -3.35593E-02, -3.45107E-02, -3.49352E-02, -3.49126E-02, -3.45377E-02, -3.39019E-02, -3.30843E-02, -3.21489E-02, -3.11450E-02, -3.01094E-02, -2.90684E-02, -2.80407E-02, -2.70386E-02, -2.60703E-02, -2.51405E-02, -2.42519E-02, -2.34053E-02, -2.26005E-02, -2.18367E-02, -2.11124E-02, -2.04259E-02, -1.97754E-02, -1.91589E-02, -1.85744E-02,
 -2.19476E-02, -2.25332E-02, -2.30982E-02, -2.36238E-02, -2.40849E-02, -2.44477E-02, -2.46682E-02, -2.46917E-02, -2.44549E-02, -2.38938E-02, -2.29622E-02, -2.16666E-02, -2.01150E-02, -1.85664E-02, -1.74369E-02, -1.72123E-02, -1.82605E-02, -2.06301E-02, -2.39849E-02, -2.77349E-02, -3.12737E-02, -3.41665E-02, -3.62125E-02, -3.74048E-02, -3.78527E-02, -3.77115E-02, -3.71376E-02, -3.62663E-02, -3.52052E-02, -3.40350E-02, -3.28139E-02, -3.15822E-02, -3.03671E-02, -2.91863E-02, -2.80505E-02, -2.69657E-02, -2.59347E-02, -2.49580E-02, -2.40347E-02, -2.31632E-02, -2.23410E-02, -2.15657E-02, -2.08345E-02, -2.01446E-02, -1.94934E-02, -1.88782E-02,
 -2.25953E-02, -2.32514E-02, -2.38923E-02, -2.44970E-02, -2.50360E-02, -2.54669E-02, -2.57311E-02, -2.57488E-02, -2.54162E-02, -2.46090E-02, -2.32007E-02, -2.11119E-02, -1.84057E-02, -1.54199E-02, -1.28598E-02, -1.16975E-02, -1.27730E-02, -1.62790E-02, -2.15591E-02, -2.74365E-02, -3.27884E-02, -3.69268E-02, -3.96437E-02, -4.10565E-02, -4.14281E-02, -4.10434E-02, -4.01501E-02, -3.89401E-02, -3.75525E-02, -3.60833E-02, -3.45965E-02, -3.31328E-02, -3.17173E-02, -3.03643E-02, -2.90809E-02, -2.78697E-02, -2.67304E-02, -2.56607E-02, -2.46575E-02, -2.37169E-02, -2.28351E-02, -2.20079E-02, -2.12315E-02, -2.05021E-02, -1.98163E-02, -1.91708E-02,
 -2.32672E-02, -2.40063E-02, -2.47401E-02, -2.54471E-02, -2.60949E-02, -2.66347E-02, -2.69939E-02, -2.70657E-02, -2.66962E-02, -2.56732E-02, -2.37289E-02, -2.05875E-02, -1.61139E-02, -1.06153E-02, -5.21376E-03, -1.88928E-03, -2.66444E-03, -8.17661E-03, -1.70138E-02, -2.66410E-02, -3.49084E-02, -4.07992E-02, -4.42694E-02, -4.57663E-02, -4.58509E-02, -4.50144E-02, -4.36259E-02, -4.19402E-02, -4.01242E-02, -3.82822E-02, -3.64770E-02, -3.47442E-02, -3.31025E-02, -3.15594E-02, -3.01163E-02, -2.87706E-02, -2.75176E-02, -2.63515E-02, -2.52662E-02, -2.42555E-02, -2.33134E-02, -2.24343E-02, -2.16130E-02, -2.08447E-02, -2.01248E-02, -1.94495E-02,
