 -2.16704E-02, -2.22381E-02, -2.28122E-02, -2.33897E-02, -2.39670E-02, -2.45403E-02, -2.51050E-02, -2.56563E-02, -2.61887E-02, -2.66964E-02, -2.71732E-02, -2.76125E-02, -2.80071E-02, -2.83496E-02, -2.86325E-02, -2.88484E-02, -2.89908E-02, -2.90542E-02, -2.90352E-02, -2.89323E-02, -2.87469E-02, -2.84826E-02, -2.81453E-02, -2.77426E-02, -2.72833E-02, -2.67767E-02, -2.62322E-02, -2.56589E-02, -2.50652E-02, -2.44587E-02, -2.38459E-02, -2.32325E-02, -2.26232E-02,
 -2.23781E-02, -2.30038E-02, -2.36395E-02, -2.42819E-02, -2.49274E-02, -2.55714E-02, -2.62089E-02, -2.68343E-02, -2.74415E-02, -2.80238E-02, -2.85739E-02, -2.90841E-02, -2.95456E-02, -2.99495E-02, -3.02860E-02, -3.05455E-02, -3.07189E-02, -3.07989E-02, -3.07804E-02, -3.06614E-02, -3.04434E-02, -3.01315E-02, -2.97337E-02, -2.92600E-02, -2.87220E-02, -2.81318E-02, -2.75013E-02, -2.68418E-02, -2.61633E-02, -2.54747E-02, -2.47836E-02, -2.40962E-02, -2.34176E-02,
 -2.31191E-02, -2.38099E-02, -2.45152E-02, -2.52319E-02, -2.59555E-02, -2.66813E-02, -2.74036E-02, -2.81160E-02, -2.88114E-02, -2.94824E-02, -3.01204E-02, -3.07163E-02, -3.12600E-02, -3.17401E-02, -3.21443E-02, -3.24597E-02, -3.26738E-02, -3.27761E-02, -3.27592E-02, -3.26201E-02, -3.23610E-02, -3.19887E-02, -3.15142E-02, -3.09514E-02, -3.03156E-02, -2.96228E-02, -2.88879E-02, -2.81248E-02, -2.73459E-02, -2.65613E-02, -2.57796E-02, -2.50077E-02, -2.42508E-02,
 -2.38939E-02, -2.46578E-02, -2.54422E-02, -2.62435E-02, -2.70573E-02, -2.78781E-02, -2.86995E-02, -2.95142E-02, -3.03143E-02, -3.10910E-02, -3.18348E-02, -3.25351E-02, -3.31801E-02, -3.37557E-02, -3.42463E-02, -3.46344E-02, -3.49026E-02, -3.50354E-02, -3.50219E-02, -3.48576E-02, -3.45454E-02, -3.40951E-02, -3.35222E-02, -3.28461E-02, -3.20877E-02, -3.12676E-02, -3.04052E-02, -2.95176E-02, -2.86193E-02, -2.77223E-02, -2.68360E-02, -2.59675E-02, -2.51223E-02,
 -2.47026E-02, -2.55485E-02, -2.64225E-02, -2.73208E-02, -2.82388E-02, -2.91704E-02, -3.01084E-02, -3.10443E-02, -3.19690E-02, -3.28724E-02, -3.37438E-02, -3.45714E-02, -3.53416E-02, -3.60377E-02, -3.66397E-02, -3.71238E-02, -3.74651E-02, -3.76405E-02, -3.76335E-02, -3.74368E-02, -3.70547E-02, -3.65018E-02, -3.58009E-02, -3.49791E-02, -3.40651E-02, -3.30864E-02, -3.20675E-02, -3.10294E-02, -2.99894E-02, -2.89607E-02, -2.79536E-02, -2.69752E-02, -2.60307E-02,
 -2.55441E-02, -2.64823E-02, -2.74579E-02, -2.84677E-02, -2.95066E-02, -3.05681E-02, -3.16439E-02, -3.27242E-02, -3.37980E-02, -3.48537E-02, -3.58794E-02, -3.68622E-02, -3.77874E-02, -3.86360E-02, -3.93828E-02, -3.99955E-02, -4.04375E-02, -4.06738E-02, -4.06780E-02, -4.04389E-02, -3.99630E-02, -3.92729E-02, -3.84026E-02, -3.73912E-02, -3.62783E-02, -3.51005E-02, -3.38889E-02, -3.26690E-02, -3.14605E-02, -3.02779E-02, -2.91318E-02, -2.80287E-02, -2.69730E-02,
 -2.64167E-02, -2.74581E-02, -2.85492E-02, -2.96871E-02, -3.08670E-02, -3.20817E-02, -3.33217E-02, -3.45752E-02, -3.58288E-02, -3.70686E-02, -3.82810E-02, -3.94526E-02, -4.05689E-02, -4.16100E-02, -4.25458E-02, -4.33327E-02, -4.39164E-02, -4.42413E-02, -4.42648E-02, -4.39688E-02, -4.33644E-02, -4.24874E-02, -4.13898E-02, -4.01290E-02, -3.87603E-02, -3.73317E-02, -3.58825E-02, -3.44429E-02, -3.30347E-02, -3.16731E-02, -3.03677E-02, -2.91242E-02, -2.79449E-02,
 -2.73168E-02, -2.84736E-02, -2.96956E-02, -3.09810E-02, -3.23256E-02, -3.37220E-02, -3.51592E-02, -3.66228E-02, -3.80957E-02, -3.95598E-02, -4.09985E-02, -4.23982E-02, -4.37470E-02, -4.50284E-02, -4.62104E-02, -4.72354E-02, -4.80215E-02, -4.84786E-02, -4.85352E-02, -4.81615E-02, -4.73770E-02, -4.62412E-02, -4.48353E-02, -4.32442E-02, -4.15447E-02, -3.98001E-02, -3.80585E-02, -3.63542E-02, -3.47106E-02, -3.31419E-02, -3.16556E-02, -3.02550E-02, -2.89397E-02,
 -2.82391E-02, -2.95241E-02, -3.08939E-02, -3.23489E-02, -3.38862E-02, -3.54992E-02, -3.71756E-02, -3.88976E-02, -4.06421E-02, -4.23836E-02, -4.40985E-02, -4.57713E-02, -4.73965E-02, -4.89697E-02, -5.04666E-02, -5.18170E-02, -5.28968E-02, -5.35554E-02, -5.36686E-02, -5.31862E-02, -5.21451E-02, -5.06464E-02, -4.88190E-02, -4.67889E-02, -4.46625E-02, -4.25207E-02, -4.04209E-02, -3.84004E-02, -3.64816E-02, -3.46755E-02, -3.29860E-02, -3.14117E-02, -2.99483E-02,
 -2.91758E-02, -3.06019E-02, -3.21374E-02, -3.37863E-02, -3.55491E-02, -3.74211E-02, -3.93902E-02, -4.14349E-02, -4.35236E-02, -4.56170E-02, -4.76760E-02, -4.96756E-02, -5.16175E-02, -5.35256E-02, -5.54082E-02, -5.71957E-02, -5.87036E-02, -5.96735E-02, -5.98831E-02, -5.92463E-02, -5.78349E-02, -5.58245E-02, -5.34209E-02, -5.08097E-02, -4.81352E-02, -4.54985E-02, -4.29645E-02, -4.05703E-02, -3.83337E-02, -3.62595E-02, -3.43445E-02, -3.25810E-02, -3.09587E-02,
