NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -2.07743E-02, -2.09735E-02, -2.11871E-02, -2.14259E-02, -2.16985E-02, -2.20096E-02, -2.23582E-02, -2.27362E-02, -2.31292E-02, -2.35181E-02, -2.38810E-02, -2.41967E-02, -2.44469E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA, -2.08898E-02, -2.10675E-02, -2.12354E-02, -2.14067E-02, -2.15980E-02, -2.18268E-02, -2.21084E-02, -2.24527E-02, -2.28606E-02, -2.33222E-02, -2.38174E-02, -2.43178E-02, -2.47918E-02, -2.52084E-02, -2.55417E-02, -2.57736E-02, -2.58942E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA, -2.10329E-02, -2.12387E-02, -2.14074E-02, -2.15450E-02, -2.16636E-02, -2.17822E-02, -2.19258E-02, -2.21225E-02, -2.23991E-02, -2.27748E-02, -2.32547E-02, -2.38270E-02, -2.44624E-02, -2.51185E-02, -2.57475E-02, -2.63037E-02, -2.67501E-02, -2.70623E-02, -2.72289E-02, -2.72503E-02, -2.71357E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA, -2.13914E-02, -2.16270E-02, -2.18080E-02, -2.19329E-02, -2.20071E-02, -2.20450E-02, -2.20725E-02, -2.21267E-02, -2.22531E-02, -2.24977E-02, -2.28964E-02, -2.34639E-02, -2.41859E-02, -2.50187E-02, -2.58970E-02, -2.67466E-02, -2.74986E-02, -2.80998E-02, -2.85180E-02, -2.87413E-02, -2.87752E-02, -2.86369E-02, -2.83502E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA, -2.17491E-02, -2.20398E-02, -2.22641E-02, -2.24109E-02, -2.24733E-02, -2.24530E-02, -2.23650E-02, -2.22427E-02, -2.21403E-02, -2.21301E-02, -2.22913E-02, -2.26915E-02, -2.33645E-02, -2.42945E-02, -2.54139E-02, -2.66178E-02, -2.77878E-02, -2.88181E-02, -2.96319E-02, -3.01882E-02, -3.04784E-02, -3.05186E-02, -3.03395E-02, -2.99789E-02, -2.94754E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA, -2.20767E-02, -2.24461E-02, -2.27473E-02, -2.29604E-02, -2.30650E-02, -2.30440E-02, -2.28898E-02, -2.26129E-02, -2.22522E-02, -2.18839E-02, -2.16220E-02, -2.16037E-02, -2.19563E-02, -2.27538E-02,NA,NA,NA, -2.88731E-02, -3.03038E-02, -3.14094E-02, -3.21420E-02, -3.25049E-02, -3.25349E-02, -3.22862E-02, -3.18175E-02, -3.11844E-02, -3.04353E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA, -2.23418E-02, -2.28053E-02, -2.32103E-02, -2.35317E-02, -2.37390E-02, -2.37979E-02, -2.36739E-02, -2.33397E-02, -2.27898E-02, -2.20598E-02, -2.12493E-02, -2.05348E-02, -2.01547E-02,NA,NA,NA,NA,NA,NA,NA, -3.35315E-02, -3.44803E-02, -3.49088E-02, -3.48938E-02, -3.45279E-02, -3.39007E-02, -3.30905E-02, -3.21610E-02, -3.11615E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA, -2.30768E-02, -2.35986E-02, -2.40556E-02, -2.44141E-02, -2.46307E-02, -2.46511E-02, -2.44127E-02, -2.38523E-02, -2.29250E-02, -2.16388E-02, -2.01046E-02, -1.85836E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA, -3.73510E-02, -3.78092E-02, -3.76822E-02, -3.71226E-02, -3.62639E-02, -3.52129E-02, -3.40502E-02, -3.28343E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA, -2.32295E-02, -2.38653E-02, -2.44640E-02, -2.49958E-02, -2.54184E-02, -2.56734E-02, -2.56812E-02, -2.53386E-02, -2.45221E-02, -2.31062E-02, -2.10148E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -4.13616E-02, -4.10019E-02, -4.01309E-02, -3.89386E-02, -3.75641E-02, -3.61039E-02, -3.46227E-02, -3.31623E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA, -2.39803E-02, -2.47071E-02, -2.54051E-02, -2.60416E-02, -2.65672E-02, -2.69089E-02, -2.69591E-02, -2.65634E-02, -2.55087E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -4.49616E-02, -4.36059E-02, -4.19439E-02, -4.01435E-02, -3.83113E-02, -3.65115E-02, -3.47814E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
 -2.39341E-02, -2.47620E-02, -2.55975E-02, -2.64203E-02, -2.71972E-02, -2.78760E-02, -2.83738E-02, -2.85595E-02, -2.82256E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -4.96544E-02, -4.75756E-02, -4.52734E-02, -4.29293E-02, -4.06450E-02, -3.84730E-02, -3.64375E-02, -3.45459E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
 -2.46309E-02, -2.55645E-02, -2.65260E-02, -2.74991E-02, -2.84549E-02, -2.93448E-02, -3.00862E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -3.59353E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
 -2.53248E-02, -2.63731E-02, -2.74750E-02, -2.86210E-02, -2.97917E-02, -3.09502E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
 -2.60009E-02, -2.71690E-02, -2.84203E-02, -2.97550E-02, -3.11672E-02, -3.26398E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
 -2.66422E-02, -2.79298E-02, -2.93322E-02, -3.08607E-02, -3.25260E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
