 -4.41454E-03, -4.41251E-03, -4.40397E-03, -4.38829E-03, -4.36484E-03, -4.33301E-03, -4.29217E-03, -4.24171E-03, -4.18106E-03, -4.10974E-03, -4.02730E-03, -3.93345E-03, -3.82800E-03, -3.71095E-03, -3.58249E-03, -3.44308E-03, -3.29340E-03, -3.13449E-03, -2.96767E-03, -2.79462E-03, -2.61738E-03, -2.43829E-03, -2.26005E-03, -2.08560E-03, -1.91807E-03, -1.76073E-03, -1.61686E-03, -1.48963E-03, -1.38200E-03, -1.29657E-03, -1.23549E-03, -1.20032E-03, -1.19201E-03, -1.21078E-03, -1.25620E-03, -1.32712E-03, -1.42179E-03, -1.53791E-03, -1.67276E-03, -1.82331E-03, -1.98633E-03, -2.15853E-03, -2.33667E-03, -2.51766E-03, -2.69860E-03, -2.87692E-03, -3.05034E-03, -3.21692E-03, -3.37509E-03, -3.52359E-03, -3.66151E-03, -3.78820E-03, -3.90330E-03, -4.00667E-03, -4.09836E-03, -4.17860E-03, -4.24773E-03, -4.30619E-03, -4.35453E-03, -4.39331E-03, -4.42314E-03, -4.44467E-03, -4.45852E-03, -4.46532E-03, -4.46569E-03,
 -4.55001E-03, -4.55099E-03, -4.54504E-03, -4.53147E-03, -4.50953E-03, -4.47848E-03, -4.43757E-03, -4.38607E-03, -4.32325E-03, -4.24846E-03, -4.16112E-03, -4.06078E-03, -3.94709E-03, -3.81993E-03, -3.67939E-03, -3.52582E-03, -3.35989E-03, -3.18263E-03, -2.99547E-03, -2.80022E-03, -2.59916E-03, -2.39498E-03, -2.19078E-03, -1.99002E-03, -1.79641E-03, -1.61389E-03, -1.44642E-03, -1.29787E-03, -1.17187E-03, -1.07165E-03, -9.99856E-04, -9.58453E-04, -9.48602E-04, -9.70608E-04, -1.02390E-03, -1.10706E-03, -1.21791E-03, -1.35360E-03, -1.51077E-03, -1.68569E-03, -1.87444E-03, -2.07305E-03, -2.27764E-03, -2.48454E-03, -2.69039E-03, -2.89221E-03, -3.08743E-03, -3.27389E-03, -3.44987E-03, -3.61409E-03, -3.76560E-03, -3.90383E-03, -4.02851E-03, -4.13960E-03, -4.23730E-03, -4.32199E-03, -4.39417E-03, -4.45443E-03, -4.50347E-03, -4.54200E-03, -4.57077E-03, -4.59054E-03, -4.60206E-03, -4.60605E-03, -4.60323E-03,
 -4.69484E-03, -4.69954E-03, -4.69692E-03, -4.68619E-03, -4.66649E-03, -4.63694E-03, -4.59664E-03, -4.54470E-03, -4.48022E-03, -4.40238E-03, -4.31041E-03, -4.20363E-03, -4.08155E-03, -3.94385E-03, -3.79045E-03, -3.62159E-03, -3.43787E-03, -3.24028E-03, -3.03032E-03, -2.80995E-03, -2.58169E-03, -2.34860E-03, -2.11425E-03, -1.88270E-03, -1.65839E-03, -1.44603E-03, -1.25043E-03, -1.07636E-03, -9.28297E-04, -8.10239E-04, -7.25506E-04, -6.76556E-04, -6.64850E-04, -6.90770E-04, -7.53596E-04, -8.51548E-04, -9.81885E-04, -1.14106E-03, -1.32490E-03, -1.52880E-03, -1.74798E-03, -1.97762E-03, -2.21307E-03, -2.44999E-03, -2.68446E-03, -2.91305E-03, -3.13284E-03, -3.34148E-03, -3.53713E-03, -3.71847E-03, -3.88459E-03, -4.03501E-03, -4.16960E-03, -4.28849E-03, -4.39207E-03, -4.48089E-03, -4.55564E-03, -4.61713E-03, -4.66622E-03, -4.70379E-03, -4.73076E-03, -4.74802E-03, -4.75645E-03, -4.75689E-03, -4.75017E-03,
 -4.84966E-03, -4.85889E-03, -4.86046E-03, -4.85344E-03, -4.83685E-03, -4.80966E-03, -4.77082E-03, -4.71924E-03, -4.65383E-03, -4.57353E-03, -4.47736E-03, -4.36441E-03, -4.23392E-03, -4.08536E-03, -3.91842E-03, -3.73318E-03, -3.53008E-03, -3.31007E-03, -3.07463E-03, -2.82587E-03, -2.56656E-03, -2.30014E-03, -2.03075E-03, -1.76312E-03, -1.50255E-03, -1.25470E-03, -1.02548E-03, -8.20721E-04, -6.46006E-04, -5.06336E-04, -4.05883E-04, -3.47752E-04, -3.33790E-04, -3.64482E-04, -4.38910E-04, -5.54821E-04, -7.08754E-04, -8.96251E-04, -1.11210E-03, -1.35061E-03, -1.60589E-03, -1.87208E-03, -2.14361E-03, -2.41533E-03, -2.68267E-03, -2.94169E-03, -3.18915E-03, -3.42247E-03, -3.63973E-03, -3.83960E-03, -4.02129E-03, -4.18446E-03, -4.32916E-03, -4.45575E-03, -4.56487E-03, -4.65729E-03, -4.73397E-03, -4.79592E-03, -4.84422E-03, -4.87996E-03, -4.90422E-03, -4.91807E-03, -4.92253E-03, -4.91856E-03, -4.90709E-03,
 -5.01507E-03, -5.02978E-03, -5.03652E-03, -5.03423E-03, -5.02180E-03, -4.99804E-03, -4.96169E-03, -4.91148E-03, -4.84607E-03, -4.76416E-03, -4.66447E-03, -4.54581E-03, -4.40714E-03, -4.24759E-03, -4.06659E-03, -3.86395E-03, -3.63991E-03, -3.39526E-03, -3.13146E-03, -2.85070E-03, -2.55598E-03, -2.25117E-03, -1.94098E-03, -1.63099E-03, -1.32749E-03, -1.03733E-03, -7.67721E-04, -5.25912E-04, -3.18856E-04, -1.52855E-04, -3.31964E-05,  3.61722E-05,  5.28911E-05,  1.63467E-05, -7.22885E-05, -2.10134E-04, -3.92789E-04, -6.14611E-04, -8.69051E-04, -1.14902E-03, -1.44725E-03, -1.75660E-03, -2.07036E-03, -2.38245E-03, -2.68753E-03, -2.98113E-03, -3.25964E-03, -3.52031E-03, -3.76116E-03, -3.98095E-03, -4.17903E-03, -4.35532E-03, -4.51012E-03, -4.64410E-03, -4.75818E-03, -4.85345E-03, -4.93115E-03, -4.99257E-03, -5.03904E-03, -5.07186E-03, -5.09234E-03, -5.10171E-03, -5.10116E-03, -5.09179E-03, -5.07463E-03,
 -5.19170E-03, -5.21296E-03, -5.22599E-03, -5.22962E-03, -5.22259E-03, -5.20351E-03, -5.17094E-03, -5.12335E-03, -5.05916E-03, -4.97675E-03, -4.87453E-03, -4.75094E-03, -4.60457E-03, -4.43419E-03, -4.23883E-03, -4.01794E-03, -3.77146E-03, -3.49995E-03, -3.20473E-03, -2.88801E-03, -2.55299E-03, -2.20395E-03, -1.84629E-03, -1.48648E-03, -1.13203E-03, -7.91248E-04, -4.72966E-04, -1.86200E-04,  6.03069E-05,  2.58568E-04,  4.01835E-04,  4.85042E-04,  5.05153E-04,  4.61380E-04,  3.55239E-04,  1.90441E-04, -2.73705E-05, -2.91003E-04, -5.92174E-04, -9.22003E-04, -1.27148E-03, -1.63189E-03, -1.99515E-03, -2.35404E-03, -2.70241E-03, -3.03519E-03, -3.34842E-03, -3.63922E-03, -3.90564E-03, -4.14661E-03, -4.36174E-03, -4.55127E-03, -4.71588E-03, -4.85662E-03, -4.97478E-03, -5.07184E-03, -5.14937E-03, -5.20899E-03, -5.25232E-03, -5.28092E-03, -5.29633E-03, -5.29998E-03, -5.29321E-03, -5.27729E-03, -5.25337E-03,
 -5.38013E-03, -5.40914E-03, -5.42976E-03, -5.44068E-03, -5.44048E-03, -5.42759E-03, -5.40034E-03, -5.35693E-03, -5.29549E-03, -5.21405E-03, -5.11064E-03, -4.98328E-03, -4.83010E-03, -4.64938E-03, -4.43969E-03, -4.19997E-03, -3.92974E-03, -3.62919E-03, -3.29938E-03, -2.94244E-03, -2.56169E-03, -2.16180E-03, -1.74886E-03, -1.33043E-03, -9.15413E-04, -5.13865E-04, -1.36681E-04,  2.04883E-04,  4.99776E-04,  7.37800E-04,  9.10270E-04,  1.01063E-03,  1.03494E-03,  9.82178E-04,  8.54322E-04,  6.56197E-04,  3.95102E-04,  8.02762E-05, -2.77734E-04, -6.67741E-04, -1.07854E-03, -1.49945E-03, -1.92074E-03, -2.33390E-03, -2.73181E-03, -3.10883E-03, -3.46069E-03, -3.78444E-03, -4.07831E-03, -4.34149E-03, -4.57401E-03, -4.77656E-03, -4.95030E-03, -5.09677E-03, -5.21776E-03, -5.31517E-03, -5.39099E-03, -5.44723E-03, -5.48582E-03, -5.50863E-03, -5.51744E-03, -5.51390E-03, -5.49954E-03, -5.47577E-03, -5.44387E-03,
 -5.58091E-03, -5.61903E-03, -5.64869E-03, -5.66847E-03, -5.67677E-03, -5.67184E-03, -5.65174E-03, -5.61441E-03, -5.55763E-03, -5.47905E-03, -5.37624E-03, -5.24674E-03, -5.08811E-03, -4.89805E-03, -4.67451E-03, -4.41580E-03, -4.12082E-03, -3.78923E-03, -3.42167E-03, -3.02001E-03, -2.58757E-03, -2.12935E-03, -1.65215E-03, -1.16469E-03, -6.77534E-04, -2.02863E-04,  2.45872E-04,  6.54548E-04,  1.00911E-03,  1.29645E-03,  1.50528E-03,  1.62706E-03,  1.65660E-03,  1.59258E-03,  1.43760E-03,  1.19799E-03,  8.83281E-04,  5.05442E-04,  7.79921E-05, -3.84899E-04, -8.69245E-04, -1.36194E-03, -1.85126E-03, -2.32722E-03, -2.78168E-03, -3.20840E-03, -3.60293E-03, -3.96239E-03, -4.28532E-03, -4.57139E-03, -4.82120E-03, -5.03605E-03, -5.21775E-03, -5.36844E-03, -5.49050E-03, -5.58638E-03, -5.65854E-03, -5.70943E-03, -5.74135E-03, -5.75650E-03, -5.75693E-03, -5.74451E-03, -5.72099E-03, -5.68791E-03, -5.64668E-03,
 -5.79453E-03, -5.84325E-03, -5.88360E-03, -5.91402E-03, -5.93275E-03, -5.93782E-03, -5.92706E-03, -5.89809E-03, -5.84831E-03, -5.77495E-03, -5.67508E-03, -5.54564E-03, -5.38355E-03, -5.18578E-03, -4.94950E-03, -4.67221E-03, -4.35200E-03, -3.98775E-03, -3.57944E-03, -3.12847E-03, -2.63795E-03, -2.11307E-03, -1.56130E-03, -9.92602E-04, -4.19435E-04,  1.43443E-04,  6.79404E-04,  1.17066E-03,  1.59923E-03,  1.94811E-03,  2.20255E-03,  2.35125E-03,  2.38736E-03,  2.30912E-03,  2.12000E-03,  1.82841E-03,  1.44689E-03,  9.91070E-04,  4.78419E-04, -7.30249E-05, -6.45746E-04, -1.22365E-03, -1.79266E-03, -2.34110E-03, -2.85980E-03, -3.34201E-03, -3.78323E-03, -4.18088E-03, -4.53406E-03, -4.84314E-03, -5.10952E-03, -5.33531E-03, -5.52313E-03, -5.67590E-03, -5.79671E-03, -5.88863E-03, -5.95470E-03, -5.99784E-03, -6.02077E-03, -6.02606E-03, -6.01604E-03, -5.99282E-03, -5.95834E-03, -5.91431E-03, -5.86226E-03,
 -6.02140E-03, -6.08237E-03, -6.13524E-03, -6.17830E-03, -6.20965E-03, -6.22710E-03, -6.22822E-03, -6.21031E-03, -6.17039E-03, -6.10519E-03, -6.01121E-03, -5.88475E-03, -5.72195E-03, -5.51891E-03, -5.27183E-03, -4.97721E-03, -4.63203E-03, -4.23413E-03, -3.78250E-03, -3.27775E-03, -2.72250E-03, -2.12185E-03, -1.48383E-03, -8.19656E-04, -1.43927E-04,  5.25546E-04,  1.16818E-03,  1.76150E-03,  2.28236E-03,  2.70857E-03,  3.02061E-03,  3.20344E-03,  3.24786E-03,  3.15153E-03,  2.91912E-03,  2.56191E-03,  2.09659E-03,  1.54378E-03,  9.26160E-04,  2.66833E-04, -4.12216E-04, -1.09122E-03, -1.75337E-03, -2.38514E-03, -2.97635E-03, -3.51994E-03, -4.01161E-03, -4.44942E-03, -4.83333E-03, -5.16472E-03, -5.44608E-03, -5.68059E-03, -5.87189E-03, -6.02384E-03, -6.14035E-03, -6.22526E-03, -6.28224E-03, -6.31475E-03, -6.32597E-03, -6.31883E-03, -6.29597E-03, -6.25977E-03, -6.21233E-03, -6.15552E-03, -6.09100E-03,
