 -4.50826E-03, -4.50821E-03, -4.50223E-03, -4.48979E-03, -4.47038E-03, -4.44348E-03, -4.40857E-03, -4.36515E-03, -4.31278E-03, -4.25104E-03, -4.17960E-03, -4.09820E-03, -4.00671E-03, -3.90515E-03, -3.79369E-03, -3.67270E-03, -3.54280E-03, -3.40484E-03, -3.25999E-03, -3.10970E-03, -2.95572E-03, -2.80016E-03, -2.64537E-03, -2.49402E-03, -2.34893E-03, -2.21310E-03, -2.08954E-03, -1.98117E-03, -1.89070E-03, -1.82053E-03, -1.77255E-03, -1.74813E-03, -1.74796E-03, -1.77206E-03, -1.81977E-03, -1.88977E-03, -1.98020E-03, -2.08870E-03, -2.21261E-03, -2.34902E-03, -2.49494E-03, -2.64742E-03, -2.80363E-03, -2.96092E-03, -3.11690E-03, -3.26949E-03, -3.41689E-03, -3.55761E-03, -3.69047E-03, -3.81456E-03, -3.92924E-03, -4.03409E-03, -4.12889E-03, -4.21358E-03, -4.28828E-03, -4.35319E-03, -4.40864E-03, -4.45499E-03, -4.49269E-03, -4.52222E-03, -4.54407E-03, -4.55877E-03, -4.56683E-03, -4.56876E-03, -4.56506E-03,
 -4.62725E-03, -4.62915E-03, -4.62471E-03, -4.61334E-03, -4.59443E-03, -4.56736E-03, -4.53150E-03, -4.48627E-03, -4.43108E-03, -4.36541E-03, -4.28879E-03, -4.20084E-03, -4.10133E-03, -3.99014E-03, -3.86736E-03, -3.73330E-03, -3.58853E-03, -3.43393E-03, -3.27070E-03, -3.10043E-03, -2.92506E-03, -2.74698E-03, -2.56892E-03, -2.39397E-03, -2.22554E-03, -2.06719E-03, -1.92261E-03, -1.79538E-03, -1.68888E-03, -1.60609E-03, -1.54939E-03, -1.52049E-03, -1.52028E-03, -1.54877E-03, -1.60512E-03, -1.68767E-03, -1.79406E-03, -1.92137E-03, -2.06626E-03, -2.22517E-03, -2.39447E-03, -2.57060E-03, -2.75019E-03, -2.93014E-03, -3.10770E-03, -3.28049E-03, -3.44651E-03, -3.60416E-03, -3.75218E-03, -3.88965E-03, -4.01596E-03, -4.13075E-03, -4.23388E-03, -4.32541E-03, -4.40556E-03, -4.47466E-03, -4.53314E-03, -4.58152E-03, -4.62033E-03, -4.65017E-03, -4.67165E-03, -4.68537E-03, -4.69195E-03, -4.69197E-03, -4.68602E-03,
 -4.75351E-03, -4.75785E-03, -4.75544E-03, -4.74561E-03, -4.72765E-03, -4.70084E-03, -4.66443E-03, -4.61770E-03, -4.55993E-03, -4.49046E-03, -4.40866E-03, -4.31401E-03, -4.20611E-03, -4.08472E-03, -3.94978E-03, -3.80150E-03, -3.64039E-03, -3.46728E-03, -3.28343E-03, -3.09052E-03, -2.89071E-03, -2.68667E-03, -2.48155E-03, -2.27898E-03, -2.08299E-03, -1.89790E-03, -1.72819E-03, -1.57830E-03, -1.45244E-03, -1.35435E-03, -1.28705E-03, -1.25272E-03, -1.25247E-03, -1.28632E-03, -1.35318E-03, -1.45095E-03, -1.57663E-03, -1.72654E-03, -1.89651E-03, -2.08216E-03, -2.27905E-03, -2.48287E-03, -2.68962E-03, -2.89569E-03, -3.09790E-03, -3.29357E-03, -3.48051E-03, -3.65697E-03, -3.82168E-03, -3.97373E-03, -4.11255E-03, -4.23789E-03, -4.34974E-03, -4.44830E-03, -4.53392E-03, -4.60709E-03, -4.66839E-03, -4.71847E-03, -4.75802E-03, -4.78775E-03, -4.80839E-03, -4.82066E-03, -4.82526E-03, -4.82288E-03, -4.81417E-03,
 -4.88750E-03, -4.89482E-03, -4.89502E-03, -4.88729E-03, -4.87084E-03, -4.84481E-03, -4.80833E-03, -4.76054E-03, -4.70055E-03, -4.62752E-03, -4.54066E-03, -4.43925E-03, -4.32271E-03, -4.19059E-03, -4.04268E-03, -3.87903E-03, -3.70003E-03, -3.50644E-03, -3.29952E-03, -3.08103E-03, -2.85333E-03, -2.61939E-03, -2.38282E-03, -2.14786E-03, -1.91929E-03, -1.70235E-03, -1.50250E-03, -1.32527E-03, -1.17594E-03, -1.05922E-03, -9.78995E-04, -9.38018E-04, -9.37733E-04, -9.78157E-04, -1.05789E-03, -1.17421E-03, -1.32329E-03, -1.50047E-03, -1.70053E-03, -1.91801E-03, -2.14748E-03, -2.38376E-03, -2.62208E-03, -2.85823E-03, -3.08857E-03, -3.31010E-03, -3.52044E-03, -3.71775E-03, -3.90073E-03, -4.06855E-03, -4.22074E-03, -4.35719E-03, -4.47807E-03, -4.58374E-03, -4.67475E-03, -4.75176E-03, -4.81554E-03, -4.86690E-03, -4.90669E-03, -4.93578E-03, -4.95502E-03, -4.96526E-03, -4.96732E-03, -4.96196E-03, -4.94994E-03,
 -5.02965E-03, -5.04060E-03, -5.04404E-03, -5.03908E-03, -5.02479E-03, -5.00019E-03, -4.96427E-03, -4.91597E-03, -4.85425E-03, -4.77806E-03, -4.68639E-03, -4.57830E-03, -4.45297E-03, -4.30971E-03, -4.14810E-03, -3.96796E-03, -3.76950E-03, -3.55337E-03, -3.32074E-03, -3.07344E-03, -2.81398E-03, -2.54564E-03, -2.27254E-03, -1.99959E-03, -1.73248E-03, -1.47751E-03, -1.24143E-03, -1.03109E-03, -8.53160E-04, -7.13653E-04, -6.17550E-04, -5.68414E-04, -5.68109E-04, -6.16649E-04, -7.12201E-04, -8.51240E-04, -1.02884E-03, -1.23905E-03, -1.47528E-03, -1.73075E-03, -1.99877E-03, -2.27310E-03, -2.54809E-03, -2.81883E-03, -3.08120E-03, -3.33187E-03, -3.56828E-03, -3.78856E-03, -3.99145E-03, -4.17620E-03, -4.34256E-03, -4.49059E-03, -4.62067E-03, -4.73341E-03, -4.82957E-03, -4.91006E-03, -4.97583E-03, -5.02792E-03, -5.06734E-03, -5.09514E-03, -5.11232E-03, -5.11986E-03, -5.11870E-03, -5.10971E-03, -5.09375E-03,
 -5.18039E-03, -5.19570E-03, -5.20313E-03, -5.20170E-03, -5.19035E-03, -5.16796E-03, -5.13334E-03, -5.08527E-03, -5.02247E-03, -4.94368E-03, -4.84763E-03, -4.73311E-03, -4.59901E-03, -4.44436E-03, -4.26843E-03, -4.07076E-03, -3.85131E-03, -3.61050E-03, -3.34940E-03, -3.06978E-03, -2.77427E-03, -2.46647E-03, -2.15098E-03, -1.83350E-03, -1.52075E-03, -1.22034E-03, -9.40549E-04, -6.89983E-04, -4.77070E-04, -3.09539E-04, -1.93842E-04, -1.34625E-04, -1.34321E-04, -1.92936E-04, -3.08053E-04, -4.75059E-04, -6.87558E-04, -9.37900E-04, -1.21774E-03, -1.51859E-03, -1.83225E-03, -2.15117E-03, -2.46868E-03, -2.77910E-03, -3.07782E-03, -3.36119E-03, -3.62652E-03, -3.87195E-03, -4.09634E-03, -4.29915E-03, -4.48033E-03, -4.64025E-03, -4.77956E-03, -4.89915E-03, -5.00007E-03, -5.08349E-03, -5.15062E-03, -5.20271E-03, -5.24101E-03, -5.26673E-03, -5.28106E-03, -5.28511E-03, -5.27996E-03, -5.26661E-03, -5.24598E-03,
 -5.34016E-03, -5.36062E-03, -5.37289E-03, -5.37588E-03, -5.36838E-03, -5.34912E-03, -5.31672E-03, -5.26976E-03, -5.20673E-03, -5.12610E-03, -5.02631E-03, -4.90583E-03, -4.76321E-03, -4.59712E-03, -4.40645E-03, -4.19037E-03, -3.94847E-03, -3.68089E-03, -3.38844E-03, -3.07278E-03, -2.73656E-03, -2.38362E-03, -2.01909E-03, -1.64947E-03, -1.28268E-03, -9.27903E-04, -5.95325E-04, -2.95724E-04, -3.98514E-05,  1.62303E-04,  3.02310E-04,  3.74056E-04,  3.74328E-04,  3.03135E-04,  1.63698E-04, -3.78883E-05, -2.93254E-04, -5.92504E-04, -9.25008E-04, -1.28012E-03, -1.64777E-03, -2.01886E-03, -2.38557E-03, -2.74138E-03, -3.08116E-03, -3.40102E-03, -3.69821E-03, -3.97098E-03, -4.21839E-03, -4.44021E-03, -4.63672E-03, -4.80864E-03, -4.95698E-03, -5.08300E-03, -5.18807E-03, -5.27368E-03, -5.34133E-03, -5.39254E-03, -5.42878E-03, -5.45149E-03, -5.46203E-03, -5.46169E-03, -5.45168E-03, -5.43312E-03, -5.40703E-03,
 -5.50931E-03, -5.53584E-03, -5.55392E-03, -5.56232E-03, -5.55972E-03, -5.54467E-03, -5.51560E-03, -5.47085E-03, -5.40865E-03, -5.32718E-03, -5.22455E-03, -5.09885E-03, -4.94823E-03, -4.77092E-03, -4.56534E-03, -4.33019E-03, -4.06461E-03, -3.76827E-03, -3.44161E-03, -3.08604E-03, -2.70411E-03, -2.29981E-03, -1.87872E-03, -1.44824E-03, -1.01758E-03, -5.97768E-04, -2.01347E-04,  1.58149E-04,  4.66953E-04,  7.12069E-04,  8.82390E-04,  9.69790E-04,  9.69984E-04,  8.83008E-04,  7.13193E-04,  4.68671E-04,  1.60487E-04, -1.98484E-04, -5.94637E-04, -1.01461E-03, -1.44604E-03, -1.87804E-03, -2.30144E-03, -2.70891E-03, -3.09481E-03, -3.45510E-03, -3.78710E-03, -4.08929E-03, -4.36109E-03, -4.60266E-03, -4.81474E-03, -4.99850E-03, -5.15542E-03, -5.28716E-03, -5.39552E-03, -5.48233E-03, -5.54944E-03, -5.59867E-03, -5.63175E-03, -5.65034E-03, -5.65602E-03, -5.65026E-03, -5.63439E-03, -5.60967E-03, -5.57725E-03,
 -5.68821E-03, -5.72180E-03, -5.74675E-03, -5.76172E-03, -5.76523E-03, -5.75564E-03, -5.73118E-03, -5.68995E-03, -5.62990E-03, -5.54887E-03, -5.44459E-03, -5.31473E-03, -5.15698E-03, -4.96902E-03, -4.74873E-03, -4.49422E-03, -4.20399E-03, -3.87714E-03, -3.51356E-03, -3.11420E-03, -2.68136E-03, -2.21901E-03, -1.73309E-03, -1.23182E-03, -7.25888E-04, -2.28428E-04,  2.45181E-04,  6.77917E-04,  1.05210E-03,  1.35070E-03,  1.55899E-03,  1.66605E-03,  1.66610E-03,  1.55922E-03,  1.35131E-03,  1.05331E-03,  6.79899E-04,  2.47941E-04, -2.25110E-04, -7.22485E-04, -1.22904E-03, -1.73180E-03, -2.22020E-03, -2.68606E-03, -3.12337E-03, -3.52807E-03, -3.89772E-03, -4.23121E-03, -4.52846E-03, -4.79020E-03, -5.01776E-03, -5.21287E-03, -5.37757E-03, -5.51402E-03, -5.62449E-03, -5.71124E-03, -5.77651E-03, -5.82242E-03, -5.85101E-03, -5.86422E-03, -5.86380E-03, -5.85143E-03, -5.82859E-03, -5.79668E-03, -5.75694E-03,
 -5.87714E-03, -5.91889E-03, -5.95191E-03, -5.97472E-03, -5.98568E-03, -5.98299E-03, -5.96466E-03, -5.92852E-03, -5.87220E-03, -5.79319E-03, -5.68881E-03, -5.55624E-03, -5.39262E-03, -5.19505E-03, -4.96070E-03, -4.68697E-03, -4.37159E-03, -4.01289E-03, -3.60999E-03, -3.16316E-03, -2.67420E-03, -2.14682E-03, -1.58713E-03, -1.00411E-03, -4.09894E-04,  1.79962E-04,  7.46700E-04,  1.26895E-03,  1.72394E-03,  2.08931E-03,  2.34530E-03,  2.47714E-03,  2.47697E-03,  2.34491E-03,  2.08907E-03,  1.72432E-03,  1.27032E-03,  7.49228E-04,  1.83483E-04, -4.05904E-04, -1.00049E-03, -1.58497E-03, -2.14732E-03, -2.67862E-03, -3.17267E-03, -3.62561E-03, -4.03547E-03, -4.40175E-03, -4.72510E-03, -5.00700E-03, -5.24949E-03, -5.45504E-03, -5.62630E-03, -5.76607E-03, -5.87714E-03, -5.96226E-03, -6.02407E-03, -6.06509E-03, -6.08768E-03, -6.09400E-03, -6.08609E-03, -6.06578E-03, -6.03474E-03, -5.99448E-03, -5.94636E-03,
