 -9.84801E-03, -9.96311E-03, -1.00782E-02, -1.01932E-02, -1.03077E-02, -1.04217E-02, -1.05348E-02, -1.06469E-02, -1.07575E-02, -1.08666E-02, -1.09738E-02, -1.10787E-02, -1.11812E-02, -1.12809E-02, -1.13776E-02, -1.14710E-02, -1.15607E-02, -1.16466E-02, -1.17284E-02, -1.18060E-02, -1.18790E-02, -1.19475E-02, -1.20113E-02, -1.20703E-02, -1.21244E-02, -1.21738E-02, -1.22184E-02, -1.22583E-02, -1.22936E-02, -1.23245E-02, -1.23511E-02, -1.23736E-02, -1.23921E-02, -1.24068E-02, -1.24178E-02, -1.24252E-02, -1.24291E-02, -1.24296E-02, -1.24267E-02, -1.24203E-02, -1.24103E-02, -1.23967E-02, -1.23794E-02, -1.23582E-02, -1.23329E-02, -1.23034E-02, -1.22696E-02, -1.22313E-02, -1.21884E-02, -1.21408E-02, -1.20885E-02, -1.20315E-02, -1.19698E-02, -1.19034E-02, -1.18325E-02, -1.17571E-02, -1.16774E-02, -1.15937E-02, -1.15062E-02, -1.14150E-02, -1.13205E-02, -1.12228E-02, -1.11224E-02, -1.10194E-02, -1.09142E-02, -1.08070E-02, -1.06980E-02, -1.05877E-02, -1.04761E-02, -1.03637E-02, -1.02505E-02, -1.01368E-02, -1.00229E-02, -9.90890E-03,
 -1.00037E-02, -1.01246E-02, -1.02456E-02, -1.03666E-02, -1.04873E-02, -1.06076E-02, -1.07271E-02, -1.08455E-02, -1.09627E-02, -1.10783E-02, -1.11919E-02, -1.13034E-02, -1.14123E-02, -1.15184E-02, -1.16212E-02, -1.17206E-02, -1.18162E-02, -1.19077E-02, -1.19948E-02, -1.20774E-02, -1.21552E-02, -1.22280E-02, -1.22958E-02, -1.23584E-02, -1.24157E-02, -1.24679E-02, -1.25150E-02, -1.25570E-02, -1.25941E-02, -1.26264E-02, -1.26542E-02, -1.26775E-02, -1.26967E-02, -1.27119E-02, -1.27232E-02, -1.27308E-02, -1.27348E-02, -1.27353E-02, -1.27322E-02, -1.27255E-02, -1.27152E-02, -1.27010E-02, -1.26830E-02, -1.26608E-02, -1.26344E-02, -1.26035E-02, -1.25679E-02, -1.25276E-02, -1.24823E-02, -1.24319E-02, -1.23765E-02, -1.23160E-02, -1.22504E-02, -1.21798E-02, -1.21042E-02, -1.20240E-02, -1.19392E-02, -1.18500E-02, -1.17568E-02, -1.16597E-02, -1.15591E-02, -1.14553E-02, -1.13486E-02, -1.12392E-02, -1.11276E-02, -1.10140E-02, -1.08987E-02, -1.07820E-02, -1.06642E-02, -1.05455E-02, -1.04262E-02, -1.03065E-02, -1.01867E-02, -1.00670E-02,
 -1.01632E-02, -1.02902E-02, -1.04175E-02, -1.05450E-02, -1.06724E-02, -1.07993E-02, -1.09257E-02, -1.10511E-02, -1.11753E-02, -1.12979E-02, -1.14186E-02, -1.15371E-02, -1.16531E-02, -1.17660E-02, -1.18757E-02, -1.19817E-02, -1.20837E-02, -1.21814E-02, -1.22745E-02, -1.23627E-02, -1.24457E-02, -1.25234E-02, -1.25955E-02, -1.26621E-02, -1.27231E-02, -1.27785E-02, -1.28282E-02, -1.28725E-02, -1.29115E-02, -1.29454E-02, -1.29744E-02, -1.29987E-02, -1.30186E-02, -1.30343E-02, -1.30460E-02, -1.30538E-02, -1.30578E-02, -1.30582E-02, -1.30550E-02, -1.30480E-02, -1.30372E-02, -1.30225E-02, -1.30037E-02, -1.29805E-02, -1.29528E-02, -1.29204E-02, -1.28829E-02, -1.28403E-02, -1.27923E-02, -1.27390E-02, -1.26801E-02, -1.26156E-02, -1.25457E-02, -1.24704E-02, -1.23898E-02, -1.23041E-02, -1.22135E-02, -1.21184E-02, -1.20189E-02, -1.19153E-02, -1.18081E-02, -1.16975E-02, -1.15839E-02, -1.14677E-02, -1.13491E-02, -1.12285E-02, -1.11063E-02, -1.09828E-02, -1.08582E-02, -1.07328E-02, -1.06070E-02, -1.04810E-02, -1.03549E-02, -1.02290E-02,
 -1.03265E-02, -1.04601E-02, -1.05941E-02, -1.07285E-02, -1.08629E-02, -1.09971E-02, -1.11308E-02, -1.12637E-02, -1.13955E-02, -1.15258E-02, -1.16542E-02, -1.17805E-02, -1.19041E-02, -1.20246E-02, -1.21418E-02, -1.22551E-02, -1.23643E-02, -1.24688E-02, -1.25685E-02, -1.26628E-02, -1.27517E-02, -1.28348E-02, -1.29120E-02, -1.29831E-02, -1.30480E-02, -1.31069E-02, -1.31597E-02, -1.32066E-02, -1.32477E-02, -1.32833E-02, -1.33136E-02, -1.33390E-02, -1.33596E-02, -1.33758E-02, -1.33878E-02, -1.33958E-02, -1.33999E-02, -1.34002E-02, -1.33968E-02, -1.33895E-02, -1.33783E-02, -1.33630E-02, -1.33433E-02, -1.33191E-02, -1.32900E-02, -1.32558E-02, -1.32162E-02, -1.31711E-02, -1.31202E-02, -1.30634E-02, -1.30006E-02, -1.29318E-02, -1.28571E-02, -1.27765E-02, -1.26902E-02, -1.25985E-02, -1.25016E-02, -1.23997E-02, -1.22933E-02, -1.21826E-02, -1.20680E-02, -1.19500E-02, -1.18289E-02, -1.17051E-02, -1.15790E-02, -1.14509E-02, -1.13212E-02, -1.11903E-02, -1.10584E-02, -1.09259E-02, -1.07931E-02, -1.06602E-02, -1.05274E-02, -1.03951E-02,
 -1.04937E-02, -1.06342E-02, -1.07754E-02, -1.09171E-02, -1.10591E-02, -1.12011E-02, -1.13427E-02, -1.14837E-02, -1.16237E-02, -1.17623E-02, -1.18992E-02, -1.20338E-02, -1.21658E-02, -1.22948E-02, -1.24202E-02, -1.25417E-02, -1.26587E-02, -1.27709E-02, -1.28779E-02, -1.29792E-02, -1.30746E-02, -1.31638E-02, -1.32466E-02, -1.33227E-02, -1.33922E-02, -1.34550E-02, -1.35113E-02, -1.35610E-02, -1.36045E-02, -1.36421E-02, -1.36739E-02, -1.37004E-02, -1.37218E-02, -1.37386E-02, -1.37509E-02, -1.37590E-02, -1.37632E-02, -1.37634E-02, -1.37598E-02, -1.37522E-02, -1.37405E-02, -1.37245E-02, -1.37039E-02, -1.36785E-02, -1.36478E-02, -1.36117E-02, -1.35698E-02, -1.35218E-02, -1.34676E-02, -1.34069E-02, -1.33397E-02, -1.32660E-02, -1.31859E-02, -1.30994E-02, -1.30068E-02, -1.29083E-02, -1.28042E-02, -1.26949E-02, -1.25808E-02, -1.24622E-02, -1.23396E-02, -1.22134E-02, -1.20841E-02, -1.19520E-02, -1.18176E-02, -1.16814E-02, -1.15436E-02, -1.14047E-02, -1.12649E-02, -1.11248E-02, -1.09844E-02, -1.08442E-02, -1.07044E-02, -1.05651E-02,
 -1.06647E-02, -1.08125E-02, -1.09614E-02, -1.11109E-02, -1.12610E-02, -1.14114E-02, -1.15616E-02, -1.17113E-02, -1.18602E-02, -1.20079E-02, -1.21539E-02, -1.22978E-02, -1.24390E-02, -1.25772E-02, -1.27118E-02, -1.28422E-02, -1.29681E-02, -1.30888E-02, -1.32040E-02, -1.33132E-02, -1.34159E-02, -1.35120E-02, -1.36011E-02, -1.36830E-02, -1.37576E-02, -1.38250E-02, -1.38851E-02, -1.39381E-02, -1.39843E-02, -1.40240E-02, -1.40575E-02, -1.40853E-02, -1.41076E-02, -1.41250E-02, -1.41377E-02, -1.41460E-02, -1.41502E-02, -1.41503E-02, -1.41464E-02, -1.41384E-02, -1.41262E-02, -1.41094E-02, -1.40878E-02, -1.40610E-02, -1.40287E-02, -1.39904E-02, -1.39458E-02, -1.38945E-02, -1.38365E-02, -1.37714E-02, -1.36993E-02, -1.36200E-02, -1.35337E-02, -1.34406E-02, -1.33408E-02, -1.32347E-02, -1.31227E-02, -1.30051E-02, -1.28824E-02, -1.27551E-02, -1.26235E-02, -1.24883E-02, -1.23500E-02, -1.22088E-02, -1.20655E-02, -1.19203E-02, -1.17737E-02, -1.16262E-02, -1.14780E-02, -1.13296E-02, -1.11812E-02, -1.10332E-02, -1.08858E-02, -1.07392E-02,
 -1.08395E-02, -1.09952E-02, -1.11521E-02, -1.13101E-02, -1.14688E-02, -1.16281E-02, -1.17875E-02, -1.19467E-02, -1.21053E-02, -1.22628E-02, -1.24188E-02, -1.25728E-02, -1.27242E-02, -1.28726E-02, -1.30173E-02, -1.31577E-02, -1.32934E-02, -1.34237E-02, -1.35481E-02, -1.36661E-02, -1.37773E-02, -1.38812E-02, -1.39775E-02, -1.40660E-02, -1.41465E-02, -1.42190E-02, -1.42836E-02, -1.43404E-02, -1.43897E-02, -1.44319E-02, -1.44674E-02, -1.44965E-02, -1.45199E-02, -1.45379E-02, -1.45510E-02, -1.45595E-02, -1.45637E-02, -1.45637E-02, -1.45595E-02, -1.45511E-02, -1.45383E-02, -1.45206E-02, -1.44979E-02, -1.44695E-02, -1.44351E-02, -1.43943E-02, -1.43466E-02, -1.42917E-02, -1.42292E-02, -1.41591E-02, -1.40812E-02, -1.39956E-02, -1.39023E-02, -1.38016E-02, -1.36938E-02, -1.35791E-02, -1.34581E-02, -1.33313E-02, -1.31990E-02, -1.30619E-02, -1.29205E-02, -1.27754E-02, -1.26270E-02, -1.24760E-02, -1.23228E-02, -1.21680E-02, -1.20119E-02, -1.18550E-02, -1.16977E-02, -1.15404E-02, -1.13835E-02, -1.12271E-02, -1.10716E-02, -1.09173E-02,
 -1.10181E-02, -1.11820E-02, -1.13475E-02, -1.15145E-02, -1.16825E-02, -1.18514E-02, -1.20207E-02, -1.21902E-02, -1.23592E-02, -1.25275E-02, -1.26944E-02, -1.28595E-02, -1.30221E-02, -1.31817E-02, -1.33376E-02, -1.34892E-02, -1.36359E-02, -1.37769E-02, -1.39118E-02, -1.40398E-02, -1.41605E-02, -1.42733E-02, -1.43779E-02, -1.44739E-02, -1.45613E-02, -1.46398E-02, -1.47096E-02, -1.47708E-02, -1.48238E-02, -1.48689E-02, -1.49065E-02, -1.49374E-02, -1.49619E-02, -1.49807E-02, -1.49943E-02, -1.50030E-02, -1.50072E-02, -1.50070E-02, -1.50025E-02, -1.49936E-02, -1.49800E-02, -1.49614E-02, -1.49372E-02, -1.49071E-02, -1.48703E-02, -1.48266E-02, -1.47752E-02, -1.47160E-02, -1.46484E-02, -1.45725E-02, -1.44880E-02, -1.43950E-02, -1.42937E-02, -1.41844E-02, -1.40673E-02, -1.39430E-02, -1.38119E-02, -1.36745E-02, -1.35316E-02, -1.33837E-02, -1.32313E-02, -1.30752E-02, -1.29159E-02, -1.27540E-02, -1.25901E-02, -1.24247E-02, -1.22583E-02, -1.20913E-02, -1.19242E-02, -1.17574E-02, -1.15912E-02, -1.14260E-02, -1.12619E-02, -1.10994E-02,
 -1.12004E-02, -1.13730E-02, -1.15477E-02, -1.17242E-02, -1.19021E-02, -1.20813E-02, -1.22613E-02, -1.24418E-02, -1.26222E-02, -1.28021E-02, -1.29810E-02, -1.31582E-02, -1.33332E-02, -1.35052E-02, -1.36737E-02, -1.38377E-02, -1.39967E-02, -1.41499E-02, -1.42965E-02, -1.44359E-02, -1.45675E-02, -1.46906E-02, -1.48047E-02, -1.49096E-02, -1.50048E-02, -1.50904E-02, -1.51663E-02, -1.52327E-02, -1.52900E-02, -1.53385E-02, -1.53789E-02, -1.54117E-02, -1.54377E-02, -1.54574E-02, -1.54715E-02, -1.54805E-02, -1.54847E-02, -1.54843E-02, -1.54794E-02, -1.54699E-02, -1.54554E-02, -1.54355E-02, -1.54097E-02, -1.53774E-02, -1.53379E-02, -1.52906E-02, -1.52349E-02, -1.51706E-02, -1.50971E-02, -1.50143E-02, -1.49221E-02, -1.48206E-02, -1.47101E-02, -1.45908E-02, -1.44632E-02, -1.43278E-02, -1.41853E-02, -1.40362E-02, -1.38813E-02, -1.37212E-02, -1.35567E-02, -1.33884E-02, -1.32170E-02, -1.30432E-02, -1.28676E-02, -1.26907E-02, -1.25131E-02, -1.23352E-02, -1.21576E-02, -1.19806E-02, -1.18045E-02, -1.16298E-02, -1.14566E-02, -1.12853E-02,
 -1.13861E-02, -1.15681E-02, -1.17524E-02, -1.19391E-02, -1.21277E-02, -1.23179E-02, -1.25094E-02, -1.27017E-02, -1.28945E-02, -1.30871E-02, -1.32790E-02, -1.34696E-02, -1.36582E-02, -1.38440E-02, -1.40263E-02, -1.42043E-02, -1.43772E-02, -1.45440E-02, -1.47041E-02, -1.48565E-02, -1.50005E-02, -1.51354E-02, -1.52607E-02, -1.53758E-02, -1.54803E-02, -1.55742E-02, -1.56574E-02, -1.57300E-02, -1.57925E-02, -1.58452E-02, -1.58888E-02, -1.59241E-02, -1.59518E-02, -1.59727E-02, -1.59875E-02, -1.59968E-02, -1.60010E-02, -1.60004E-02, -1.59950E-02, -1.59847E-02, -1.59691E-02, -1.59477E-02, -1.59199E-02, -1.58848E-02, -1.58419E-02, -1.57904E-02, -1.57296E-02, -1.56591E-02, -1.55785E-02, -1.54876E-02, -1.53864E-02, -1.52750E-02, -1.51537E-02, -1.50230E-02, -1.48833E-02, -1.47354E-02, -1.45799E-02, -1.44175E-02, -1.42491E-02, -1.40755E-02, -1.38974E-02, -1.37157E-02, -1.35310E-02, -1.33441E-02, -1.31557E-02, -1.29663E-02, -1.27765E-02, -1.25869E-02, -1.23979E-02, -1.22099E-02, -1.20233E-02, -1.18385E-02, -1.16557E-02, -1.14751E-02,
