  1.07275E-03,  1.10670E-03,  1.14150E-03,  1.17723E-03,  1.21396E-03,  1.25180E-03,  1.29088E-03,  1.33138E-03,  1.37353E-03,  1.41760E-03,  1.46391E-03,  1.51285E-03,  1.56488E-03,  1.62050E-03,  1.68029E-03,  1.74489E-03,  1.81496E-03,  1.89121E-03,  1.97436E-03,  2.06508E-03,  2.16399E-03,  2.27164E-03,  2.38839E-03,  2.51442E-03,  2.64967E-03,  2.79378E-03,  2.94603E-03,  3.10537E-03,  3.27035E-03,  3.43913E-03,  3.60954E-03,  3.77910E-03,  3.94511E-03,  4.10475E-03,  4.25520E-03,  4.39372E-03,  4.51785E-03,  4.62544E-03,  4.71482E-03,  4.78482E-03,  4.83480E-03,  4.86471E-03,  4.87499E-03,  4.86658E-03,  4.84076E-03,  4.79915E-03,  4.74352E-03,  4.67577E-03,  4.59779E-03,  4.51144E-03,  4.41842E-03,  4.32030E-03,  4.21845E-03,  4.11405E-03,  4.00808E-03,  3.90135E-03,  3.79448E-03,  3.68796E-03,  3.58215E-03,  3.47733E-03,  3.37367E-03,  3.27131E-03,  3.17035E-03,  3.07084E-03,  2.97284E-03,  2.87641E-03,  2.78159E-03,  2.68845E-03,  2.59704E-03,  2.50742E-03,  2.41968E-03,  2.33389E-03,  2.25012E-03,  2.16844E-03,  2.08893E-03,  2.01164E-03,  1.93663E-03,  1.86394E-03,  1.79359E-03,  1.72561E-03,  1.66001E-03,  1.59678E-03,  1.53590E-03,  1.47736E-03,  1.42110E-03,  1.36710E-03,  1.31529E-03,  1.26562E-03,  1.21803E-03,  1.17245E-03,  1.12881E-03,  1.08705E-03,
  1.12017E-03,  1.15618E-03,  1.19306E-03,  1.23085E-03,  1.26961E-03,  1.30944E-03,  1.35048E-03,  1.39291E-03,  1.43695E-03,  1.48289E-03,  1.53108E-03,  1.58195E-03,  1.63601E-03,  1.69385E-03,  1.75613E-03,  1.82361E-03,  1.89710E-03,  1.97748E-03,  2.06564E-03,  2.16246E-03,  2.26879E-03,  2.38535E-03,  2.51274E-03,  2.65130E-03,  2.80110E-03,  2.96185E-03,  3.13285E-03,  3.31292E-03,  3.50041E-03,  3.69318E-03,  3.88862E-03,  4.08372E-03,  4.27517E-03,  4.45947E-03,  4.63310E-03,  4.79266E-03,  4.93506E-03,  5.05764E-03,  5.15834E-03,  5.23575E-03,  5.28919E-03,  5.31869E-03,  5.32495E-03,  5.30923E-03,  5.27330E-03,  5.21925E-03,  5.14939E-03,  5.06613E-03,  4.97184E-03,  4.86878E-03,  4.75902E-03,  4.64441E-03,  4.52654E-03,  4.40674E-03,  4.28608E-03,  4.16541E-03,  4.04537E-03,  3.92641E-03,  3.80886E-03,  3.69293E-03,  3.57874E-03,  3.46636E-03,  3.35583E-03,  3.24716E-03,  3.14036E-03,  3.03545E-03,  2.93245E-03,  2.83140E-03,  2.73235E-03,  2.63536E-03,  2.54050E-03,  2.44784E-03,  2.35748E-03,  2.26947E-03,  2.18390E-03,  2.10083E-03,  2.02032E-03,  1.94240E-03,  1.86712E-03,  1.79447E-03,  1.72448E-03,  1.65712E-03,  1.59238E-03,  1.53022E-03,  1.47058E-03,  1.41343E-03,  1.35868E-03,  1.30628E-03,  1.25615E-03,  1.20821E-03,  1.16238E-03,  1.11857E-03,
  1.17093E-03,  1.20926E-03,  1.24845E-03,  1.28852E-03,  1.32954E-03,  1.37157E-03,  1.41476E-03,  1.45926E-03,  1.50531E-03,  1.55319E-03,  1.60330E-03,  1.65608E-03,  1.71211E-03,  1.77205E-03,  1.83667E-03,  1.90687E-03,  1.98362E-03,  2.06799E-03,  2.16110E-03,  2.26409E-03,  2.37806E-03,  2.50403E-03,  2.64286E-03,  2.79513E-03,  2.96111E-03,  3.14065E-03,  3.33306E-03,  3.53711E-03,  3.75091E-03,  3.97196E-03,  4.19712E-03,  4.42274E-03,  4.64471E-03,  4.85869E-03,  5.06024E-03,  5.24509E-03,  5.40933E-03,  5.54966E-03,  5.66350E-03,  5.74918E-03,  5.80594E-03,  5.83396E-03,  5.83428E-03,  5.80869E-03,  5.75954E-03,  5.68960E-03,  5.60186E-03,  5.49939E-03,  5.38515E-03,  5.26192E-03,  5.13219E-03,  4.99814E-03,  4.86160E-03,  4.72405E-03,  4.58663E-03,  4.45022E-03,  4.31543E-03,  4.18266E-03,  4.05216E-03,  3.92406E-03,  3.79837E-03,  3.67510E-03,  3.55419E-03,  3.43558E-03,  3.31925E-03,  3.20514E-03,  3.09327E-03,  2.98363E-03,  2.87628E-03,  2.77126E-03,  2.66866E-03,  2.56854E-03,  2.47099E-03,  2.37610E-03,  2.28396E-03,  2.19462E-03,  2.10815E-03,  2.02459E-03,  1.94398E-03,  1.86632E-03,  1.79162E-03,  1.71985E-03,  1.65098E-03,  1.58496E-03,  1.52174E-03,  1.46125E-03,  1.40341E-03,  1.34814E-03,  1.29534E-03,  1.24493E-03,  1.19681E-03,  1.15088E-03,
  1.22536E-03,  1.26629E-03,  1.30808E-03,  1.35072E-03,  1.39426E-03,  1.43876E-03,  1.48431E-03,  1.53109E-03,  1.57930E-03,  1.62924E-03,  1.68130E-03,  1.73598E-03,  1.79389E-03,  1.85578E-03,  1.92254E-03,  1.99521E-03,  2.07494E-03,  2.16305E-03,  2.26091E-03,  2.36998E-03,  2.49171E-03,  2.62747E-03,  2.77848E-03,  2.94566E-03,  3.12958E-03,  3.33028E-03,  3.54719E-03,  3.77902E-03,  4.02365E-03,  4.27817E-03,  4.53881E-03,  4.80110E-03,  5.05995E-03,  5.30989E-03,  5.54531E-03,  5.76079E-03,  5.95138E-03,  6.11286E-03,  6.24204E-03,  6.33688E-03,  6.39658E-03,  6.42156E-03,  6.41334E-03,  6.37442E-03,  6.30798E-03,  6.21767E-03,  6.10741E-03,  5.98107E-03,  5.84238E-03,  5.69476E-03,  5.54119E-03,  5.38422E-03,  5.22593E-03,  5.06793E-03,  4.91144E-03,  4.75730E-03,  4.60606E-03,  4.45803E-03,  4.31331E-03,  4.17191E-03,  4.03373E-03,  3.89864E-03,  3.76649E-03,  3.63714E-03,  3.51047E-03,  3.38641E-03,  3.26490E-03,  3.14593E-03,  3.02955E-03,  2.91579E-03,  2.80474E-03,  2.69648E-03,  2.59112E-03,  2.48874E-03,  2.38944E-03,  2.29329E-03,  2.20037E-03,  2.11071E-03,  2.02434E-03,  1.94128E-03,  1.86152E-03,  1.78502E-03,  1.71175E-03,  1.64164E-03,  1.57461E-03,  1.51059E-03,  1.44949E-03,  1.39119E-03,  1.33560E-03,  1.28260E-03,  1.23209E-03,  1.18396E-03,
  1.28381E-03,  1.32768E-03,  1.37240E-03,  1.41795E-03,  1.46435E-03,  1.51163E-03,  1.55985E-03,  1.60916E-03,  1.65974E-03,  1.71188E-03,  1.76598E-03,  1.82255E-03,  1.88225E-03,  1.94591E-03,  2.01453E-03,  2.08931E-03,  2.17163E-03,  2.26304E-03,  2.36528E-03,  2.48016E-03,  2.60957E-03,  2.75533E-03,  2.91914E-03,  3.10241E-03,  3.30609E-03,  3.53058E-03,  3.77549E-03,  4.03954E-03,  4.32041E-03,  4.61471E-03,  4.91792E-03,  5.22456E-03,  5.52826E-03,  5.82212E-03,  6.09898E-03,  6.35189E-03,  6.57448E-03,  6.76138E-03,  6.90854E-03,  7.01349E-03,  7.07540E-03,  7.09506E-03,  7.07471E-03,  7.01781E-03,  6.92869E-03,  6.81222E-03,  6.67346E-03,  6.51740E-03,  6.34870E-03,  6.17153E-03,  5.98948E-03,  5.80549E-03,  5.62189E-03,  5.44042E-03,  5.26228E-03,  5.08825E-03,  4.91874E-03,  4.75389E-03,  4.59364E-03,  4.43780E-03,  4.28610E-03,  4.13825E-03,  3.99397E-03,  3.85301E-03,  3.71516E-03,  3.58030E-03,  3.44833E-03,  3.31921E-03,  3.19298E-03,  3.06969E-03,  2.94941E-03,  2.83227E-03,  2.71836E-03,  2.60780E-03,  2.50070E-03,  2.39715E-03,  2.29721E-03,  2.20094E-03,  2.10836E-03,  2.01948E-03,  1.93428E-03,  1.85272E-03,  1.77475E-03,  1.70028E-03,  1.62922E-03,  1.56147E-03,  1.49692E-03,  1.43545E-03,  1.37693E-03,  1.32124E-03,  1.26824E-03,  1.21781E-03,
  1.34665E-03,  1.39385E-03,  1.44192E-03,  1.49080E-03,  1.54047E-03,  1.59091E-03,  1.64218E-03,  1.69434E-03,  1.74758E-03,  1.80214E-03,  1.85840E-03,  1.91688E-03,  1.97828E-03,  2.04349E-03,  2.11363E-03,  2.19007E-03,  2.27441E-03,  2.36853E-03,  2.47453E-03,  2.59468E-03,  2.73141E-03,  2.88714E-03,  3.06418E-03,  3.26458E-03,  3.48989E-03,  3.74100E-03,  4.01787E-03,  4.31932E-03,  4.64288E-03,  4.98464E-03,  5.33921E-03,  5.69981E-03,  6.05848E-03,  6.40641E-03,  6.73441E-03,  7.03346E-03,  7.29530E-03,  7.51298E-03,  7.68135E-03,  7.79736E-03,  7.86021E-03,  7.87125E-03,  7.83377E-03,  7.75261E-03,  7.63367E-03,  7.48344E-03,  7.30855E-03,  7.11538E-03,  6.90976E-03,  6.69677E-03,  6.48069E-03,  6.26488E-03,  6.05189E-03,  5.84352E-03,  5.64090E-03,  5.44466E-03,  5.25497E-03,  5.07173E-03,  4.89461E-03,  4.72316E-03,  4.55690E-03,  4.39533E-03,  4.23800E-03,  4.08452E-03,  3.93461E-03,  3.78804E-03,  3.64469E-03,  3.50452E-03,  3.36753E-03,  3.23380E-03,  3.10342E-03,  2.97653E-03,  2.85327E-03,  2.73376E-03,  2.61814E-03,  2.50650E-03,  2.39893E-03,  2.29549E-03,  2.19618E-03,  2.10103E-03,  2.00999E-03,  1.92301E-03,  1.84002E-03,  1.76091E-03,  1.68558E-03,  1.61389E-03,  1.54572E-03,  1.48092E-03,  1.41934E-03,  1.36083E-03,  1.30525E-03,  1.25244E-03,
  1.41427E-03,  1.46527E-03,  1.51717E-03,  1.56988E-03,  1.62332E-03,  1.67744E-03,  1.73221E-03,  1.78768E-03,  1.84395E-03,  1.90122E-03,  1.95984E-03,  2.02031E-03,  2.08334E-03,  2.14988E-03,  2.22114E-03,  2.29865E-03,  2.38429E-03,  2.48026E-03,  2.58910E-03,  2.71365E-03,  2.85698E-03,  3.02226E-03,  3.21263E-03,  3.43099E-03,  3.67971E-03,  3.96043E-03,  4.27366E-03,  4.61853E-03,  4.99248E-03,  5.39108E-03,  5.80791E-03,  6.23462E-03,  6.66117E-03,  7.07627E-03,  7.46798E-03,  7.82449E-03,  8.13494E-03,  8.39025E-03,  8.58376E-03,  8.71170E-03,  8.77338E-03,  8.77105E-03,  8.70950E-03,  8.59553E-03,  8.43723E-03,  8.24330E-03,  8.02244E-03,  7.78280E-03,  7.53168E-03,  7.27526E-03,  7.01853E-03,  6.76530E-03,  6.51828E-03,  6.27922E-03,  6.04908E-03,  5.82818E-03,  5.61636E-03,  5.41313E-03,  5.21782E-03,  5.02963E-03,  4.84778E-03,  4.67153E-03,  4.50020E-03,  4.33326E-03,  4.17031E-03,  4.01105E-03,  3.85531E-03,  3.70304E-03,  3.55427E-03,  3.40907E-03,  3.26760E-03,  3.13000E-03,  2.99646E-03,  2.86713E-03,  2.74217E-03,  2.62170E-03,  2.50581E-03,  2.39456E-03,  2.28798E-03,  2.18605E-03,  2.08873E-03,  1.99594E-03,  1.90760E-03,  1.82356E-03,  1.74370E-03,  1.66786E-03,  1.59588E-03,  1.52759E-03,  1.46282E-03,  1.40138E-03,  1.34311E-03,  1.28783E-03,
  1.48708E-03,  1.54243E-03,  1.59874E-03,  1.65588E-03,  1.71371E-03,  1.77211E-03,  1.83101E-03,  1.89034E-03,  1.95015E-03,  2.01057E-03,  2.07186E-03,  2.13449E-03,  2.19914E-03,  2.26677E-03,  2.33869E-03,  2.41660E-03,  2.50260E-03,  2.59928E-03,  2.70970E-03,  2.83732E-03,  2.98602E-03,  3.15993E-03,  3.36323E-03,  3.59995E-03,  3.87364E-03,  4.18700E-03,  4.54142E-03,  4.93661E-03,  5.37011E-03,  5.83702E-03,  6.32973E-03,  6.83798E-03,  7.34904E-03,  7.84834E-03,  8.32023E-03,  8.74906E-03,  9.12039E-03,  9.42216E-03,  9.64566E-03,  9.78620E-03,  9.84336E-03,  9.82074E-03,  9.72538E-03,  9.56690E-03,  9.35644E-03,  9.10572E-03,  8.82615E-03,  8.52822E-03,  8.22097E-03,  7.91186E-03,  7.60666E-03,  7.30955E-03,  7.02328E-03,  6.74940E-03,  6.48851E-03,  6.24045E-03,  6.00455E-03,  5.77982E-03,  5.56506E-03,  5.35907E-03,  5.16065E-03,  4.96876E-03,  4.78247E-03,  4.60107E-03,  4.42403E-03,  4.25097E-03,  4.08171E-03,  3.91619E-03,  3.75445E-03,  3.59662E-03,  3.44289E-03,  3.29348E-03,  3.14860E-03,  3.00846E-03,  2.87324E-03,  2.74309E-03,  2.61811E-03,  2.49838E-03,  2.38390E-03,  2.27465E-03,  2.17057E-03,  2.07157E-03,  1.97751E-03,  1.88824E-03,  1.80359E-03,  1.72337E-03,  1.64740E-03,  1.57546E-03,  1.50735E-03,  1.44287E-03,  1.38181E-03,  1.32399E-03,
  1.56551E-03,  1.62585E-03,  1.68726E-03,  1.74955E-03,  1.81252E-03,  1.87598E-03,  1.93975E-03,  2.00369E-03,  2.06773E-03,  2.13188E-03,  2.19632E-03,  2.26140E-03,  2.32775E-03,  2.39631E-03,  2.46842E-03,  2.54592E-03,  2.63115E-03,  2.72710E-03,  2.83736E-03,  2.96617E-03,  3.11837E-03,  3.29924E-03,  3.51433E-03,  3.76919E-03,  4.06894E-03,  4.41781E-03,  4.81856E-03,  5.27190E-03,  5.77579E-03,  6.32501E-03,  6.91067E-03,  7.52015E-03,  8.13733E-03,  8.74323E-03,  9.31713E-03,  9.83807E-03,  1.02866E-02,  1.06464E-02,  1.09059E-02,  1.10593E-02,  1.11066E-02,  1.10536E-02,  1.09107E-02,  1.06916E-02,  1.04117E-02,  1.00868E-02,  9.73211E-03,  9.36088E-03,  8.98435E-03,  8.61139E-03,  8.24852E-03,  7.90014E-03,  7.56885E-03,  7.25575E-03,  6.96079E-03,  6.68312E-03,  6.42132E-03,  6.17369E-03,  5.93839E-03,  5.71363E-03,  5.49775E-03,  5.28929E-03,  5.08707E-03,  4.89015E-03,  4.69786E-03,  4.50978E-03,  4.32570E-03,  4.14557E-03,  3.96950E-03,  3.79768E-03,  3.63038E-03,  3.46787E-03,  3.31044E-03,  3.15835E-03,  3.01183E-03,  2.87104E-03,  2.73612E-03,  2.60713E-03,  2.48408E-03,  2.36692E-03,  2.25558E-03,  2.14991E-03,  2.04976E-03,  1.95494E-03,  1.86523E-03,  1.78041E-03,  1.70025E-03,  1.62450E-03,  1.55293E-03,  1.48529E-03,  1.42136E-03,  1.36091E-03,
  1.64998E-03,  1.71606E-03,  1.78338E-03,  1.85168E-03,  1.92070E-03,  1.99015E-03,  2.05976E-03,  2.12926E-03,  2.19843E-03,  2.26714E-03,  2.33541E-03,  2.40345E-03,  2.47175E-03,  2.54118E-03,  2.61305E-03,  2.68926E-03,  2.77239E-03,  2.86579E-03,  2.97366E-03,  3.10109E-03,  3.25404E-03,  3.43924E-03,  3.66396E-03,  3.93572E-03,  4.26179E-03,  4.64858E-03,  5.10089E-03,  5.62107E-03,  6.20808E-03,  6.85667E-03,  7.55669E-03,  8.29274E-03,  9.04432E-03,  9.78659E-03,  1.04918E-02,  1.11316E-02,  1.16793E-02,  1.21125E-02,  1.24156E-02,  1.25812E-02,  1.26104E-02,  1.25123E-02,  1.23022E-02,  1.20000E-02,  1.16271E-02,  1.12052E-02,  1.07540E-02,  1.02905E-02,  9.82847E-03,  9.37828E-03,  8.94704E-03,  8.53911E-03,  8.15656E-03,  7.79966E-03,  7.46739E-03,  7.15783E-03,  6.86856E-03,  6.59690E-03,  6.34019E-03,  6.09589E-03,  5.86175E-03,  5.63587E-03,  5.41672E-03,  5.20313E-03,  4.99432E-03,  4.78980E-03,  4.58939E-03,  4.39309E-03,  4.20109E-03,  4.01370E-03,  3.83127E-03,  3.65417E-03,  3.48279E-03,  3.31745E-03,  3.15843E-03,  3.00593E-03,  2.86011E-03,  2.72101E-03,  2.58865E-03,  2.46295E-03,  2.34378E-03,  2.23099E-03,  2.12436E-03,  2.02365E-03,  1.92861E-03,  1.83896E-03,  1.75442E-03,  1.67471E-03,  1.59954E-03,  1.52864E-03,  1.46174E-03,  1.39859E-03,
